score,hypers
0.038081525392279506,{'max_depth': 16, 'min_child_weight': 4, 'gamma': 7.796910002727695, 'n_estimators': 319, 'eta': 0.5012494775682321, 'subsample': 0.18997742423620262, 'colsample_bytree': 0.5133240027692806, 'reg_alpha': 3.337086111390219, 'reg_lambda': 1.428668179219408, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03784038830085611,{'max_depth': 11, 'min_child_weight': 9, 'gamma': 9.000183448785862, 'n_estimators': 73, 'eta': 0.9986148970873073, 'subsample': 0.24768980443530647, 'colsample_bytree': 0.6510104682251076, 'reg_alpha': 2.3195647701803863, 'reg_lambda': 4.665652595807521, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03863775571296878,{'max_depth': 16, 'min_child_weight': 11, 'gamma': 0.250627683856831, 'n_estimators': 414, 'eta': 1.0, 'subsample': 0.8790835853830327, 'colsample_bytree': 0.6768733542622867, 'reg_alpha': 9.375936922692624, 'reg_lambda': 9.012445480915288, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03825822659484399,{'max_depth': 2, 'min_child_weight': 3, 'gamma': 1.8798396651143863, 'n_estimators': 367, 'eta': 0.956833794757973, 'subsample': 0.16693542935332145, 'colsample_bytree': 0.3810275349048522, 'reg_alpha': 0.6525267972861993, 'reg_lambda': 6.6692120818620415, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03748873122689501,{'max_depth': 16, 'min_child_weight': 16, 'gamma': 0.9682114057023752, 'n_estimators': 74, 'eta': 0.368791605176894, 'subsample': 0.9771435571750038, 'colsample_bytree': 0.29921353497614767, 'reg_alpha': 3.032069568884184, 'reg_lambda': 8.971606935922733, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03756794824286587,{'max_depth': 17, 'min_child_weight': 1, 'gamma': 5.143945526712923, 'n_estimators': 102, 'eta': 0.10050179393785755, 'subsample': 0.9521741786323132, 'colsample_bytree': 0.6079694784092845, 'reg_alpha': 1.918580729505262, 'reg_lambda': 2.436255156404708, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03776664227257,{'max_depth': 18, 'min_child_weight': 20, 'gamma': 7.637070598275104, 'n_estimators': 99, 'eta': 0.10012678110078709, 'subsample': 0.985081421727581, 'colsample_bytree': 0.5466657105404199, 'reg_alpha': 6.15124357681792, 'reg_lambda': 5.5379340348327775, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03803390019487133,{'max_depth': 5, 'min_child_weight': 1, 'gamma': 3.4925805932184777, 'n_estimators': 465, 'eta': 0.5739647446350123, 'subsample': 0.6265164093482208, 'colsample_bytree': 0.6772202089891011, 'reg_alpha': 6.94569111601138, 'reg_lambda': 6.116849008676425, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03803962606744665,{'max_depth': 7, 'min_child_weight': 20, 'gamma': 8.884536138601014, 'n_estimators': 53, 'eta': 0.3695872231213617, 'subsample': 0.4357911369845465, 'colsample_bytree': 0.2610954508056789, 'reg_alpha': 0.3335057001236686, 'reg_lambda': 8.409211113175948, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037561437943203865,{'max_depth': 10, 'min_child_weight': 16, 'gamma': 9.623983064868389, 'n_estimators': 52, 'eta': 0.5844047087169022, 'subsample': 0.6554071410222694, 'colsample_bytree': 0.8155496909991417, 'reg_alpha': 4.723929837869429, 'reg_lambda': 2.713343199638825, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03747476227993132,{'max_depth': 10, 'min_child_weight': 6, 'gamma': 4.209446756096965, 'n_estimators': 51, 'eta': 0.15025772677217827, 'subsample': 0.667281469712363, 'colsample_bytree': 0.48944247238489436, 'reg_alpha': 2.382799782204041, 'reg_lambda': 2.0913526297650815, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.052137921507525234,{'max_depth': 4, 'min_child_weight': 20, 'gamma': 3.3641704569423143, 'n_estimators': 492, 'eta': 0.7553032090224202, 'subsample': 0.1135572229944611, 'colsample_bytree': 0.6282673608242622, 'reg_alpha': 4.899222972989161, 'reg_lambda': 8.412289309592971, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03795907772758343,{'max_depth': 12, 'min_child_weight': 16, 'gamma': 1.3763472963615075, 'n_estimators': 260, 'eta': 0.3780500212533673, 'subsample': 0.2835003229307539, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.0442758279208259,{'max_depth': 11, 'min_child_weight': 7, 'gamma': 9.685909330733669, 'n_estimators': 344, 'eta': 0.1947568880740433, 'subsample': 0.4540235460582882, 'colsample_bytree': 0.69368851244922, 'reg_alpha': 9.832788581604301, 'reg_lambda': 0.2120645649440245, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.039303019285105406,{'max_depth': 3, 'min_child_weight': 18, 'gamma': 7.826024601937791, 'n_estimators': 379, 'eta': 0.4236574101556493, 'subsample': 0.7723126521282461, 'colsample_bytree': 0.7710240373888362, 'reg_alpha': 9.878037878928632, 'reg_lambda': 0.26533631602921, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03770527306789901,{'max_depth': 20, 'min_child_weight': 7, 'gamma': 3.2644411147814716, 'n_estimators': 372, 'eta': 0.7985077649293164, 'subsample': 0.8025231190069428, 'colsample_bytree': 0.34639804833907084, 'reg_alpha': 0.27116542771227553, 'reg_lambda': 9.62991837303483, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.0379200452467936,{'max_depth': 17, 'min_child_weight': 11, 'gamma': 9.101709325614532, 'n_estimators': 409, 'eta': 0.17596196876550885, 'subsample': 0.5131349770537915, 'colsample_bytree': 0.25223273823954595, 'reg_alpha': 0.11740789116825748, 'reg_lambda': 0.2653924378874551, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03857651682347756,{'max_depth': 11, 'min_child_weight': 3, 'gamma': 1.058029699635137, 'n_estimators': 250, 'eta': 0.7340160461038913, 'subsample': 0.7919587786702976, 'colsample_bytree': 0.4718449036519109, 'reg_alpha': 0.41476896480713515, 'reg_lambda': 0.10153616389636523, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03899516211157706,{'max_depth': 4, 'min_child_weight': 16, 'gamma': 0.3048274196811929, 'n_estimators': 155, 'eta': 0.2417598106049934, 'subsample': 0.972974487531961, 'colsample_bytree': 0.3205324826679308, 'reg_alpha': 9.855671665421147, 'reg_lambda': 0.2278553397921879, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.040054287391063634,{'max_depth': 10, 'min_child_weight': 3, 'gamma': 2.3508452943943796, 'n_estimators': 50, 'eta': 0.9809359449356135, 'subsample': 0.7044389569019195, 'colsample_bytree': 0.48304492592731896, 'reg_alpha': 9.93222448282742, 'reg_lambda': 9.620661427084137, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037564391940290986,{'max_depth': 20, 'min_child_weight': 18, 'gamma': 2.08762763323814, 'n_estimators': 459, 'eta': 0.3380995598321279, 'subsample': 0.8548113579862407, 'colsample_bytree': 0.43520394420720476, 'reg_alpha': 5.609612240338214, 'reg_lambda': 0.30089885527637145, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03810051009717833,{'max_depth': 5, 'min_child_weight': 5, 'gamma': 7.631893716608941, 'n_estimators': 148, 'eta': 0.5581990640396088, 'subsample': 0.10142062309693986, 'colsample_bytree': 0.46655605617966756, 'reg_alpha': 0.1381435607122206, 'reg_lambda': 0.7613179952685968, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03783588392899469,{'max_depth': 7, 'min_child_weight': 12, 'gamma': 8.697211631411651, 'n_estimators': 413, 'eta': 0.8908167350425635, 'subsample': 0.9941751643027479, 'colsample_bytree': 0.9456069221757449, 'reg_alpha': 0.04896129657914195, 'reg_lambda': 7.957471090019146, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04143546306787457,{'max_depth': 13, 'min_child_weight': 17, 'gamma': 9.331203748978545, 'n_estimators': 141, 'eta': 0.7047819259614262, 'subsample': 0.47835033530032145, 'colsample_bytree': 0.5538608677348207, 'reg_alpha': 8.953661318192246, 'reg_lambda': 9.889659592092984, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03764388989459296,{'max_depth': 13, 'min_child_weight': 13, 'gamma': 6.168631924705007, 'n_estimators': 423, 'eta': 0.31069367839796697, 'subsample': 0.4082676506422034, 'colsample_bytree': 0.7548978420568323, 'reg_alpha': 4.131866104265708, 'reg_lambda': 0.0901771997457035, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037549613795228205,{'max_depth': 6, 'min_child_weight': 15, 'gamma': 9.812315485237528, 'n_estimators': 271, 'eta': 0.5094215829371608, 'subsample': 0.9985890547544551, 'colsample_bytree': 0.38847279012104885, 'reg_alpha': 5.037885972809444, 'reg_lambda': 0.22830279729159855, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03765924013235357,{'max_depth': 6, 'min_child_weight': 2, 'gamma': 7.576726268816238, 'n_estimators': 324, 'eta': 0.20720045061445794, 'subsample': 0.5246768873376318, 'colsample_bytree': 0.1565008752629177, 'reg_alpha': 4.600465202633933, 'reg_lambda': 9.945043669728923, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.11187188972658682,{'max_depth': 8, 'min_child_weight': 4, 'gamma': 8.256774000027695, 'n_estimators': 424, 'eta': 0.6963779808066402, 'subsample': 0.11701853239704993, 'colsample_bytree': 0.8854270060538844, 'reg_alpha': 9.812913090624619, 'reg_lambda': 0.4474856837385999, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03784833575082288,{'max_depth': 9, 'min_child_weight': 17, 'gamma': 6.6964096891986955, 'n_estimators': 101, 'eta': 0.11749239083637746, 'subsample': 0.9373755700130338, 'colsample_bytree': 0.1503405326134656, 'reg_alpha': 0.024288608708825658, 'reg_lambda': 1.991936585536434, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03767356089268336,{'max_depth': 5, 'min_child_weight': 20, 'gamma': 9.859877187590667, 'n_estimators': 360, 'eta': 0.347955814217884, 'subsample': 0.8253241454594791, 'colsample_bytree': 0.940570847762558, 'reg_alpha': 2.440370336534216, 'reg_lambda': 9.960493199644269, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04081158797105049,{'max_depth': 4, 'min_child_weight': 14, 'gamma': 8.048184420290145, 'n_estimators': 406, 'eta': 0.4422686598673057, 'subsample': 0.5859681297673829, 'colsample_bytree': 0.136203062701458, 'reg_alpha': 9.973124599341547, 'reg_lambda': 0.1597524593721256, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037981302853471,{'max_depth': 3, 'min_child_weight': 3, 'gamma': 9.874766090591018, 'n_estimators': 73, 'eta': 0.24474857459509486, 'subsample': 0.8580035624933708, 'colsample_bytree': 0.12439662010848482, 'reg_alpha': 6.930499793105815, 'reg_lambda': 8.296138840675667, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03816414944292196,{'max_depth': 20, 'min_child_weight': 16, 'gamma': 1.1601536013458427, 'n_estimators': 499, 'eta': 0.29488037866164596, 'subsample': 0.7711022543021966, 'colsample_bytree': 0.20424068154432326, 'reg_alpha': 7.7239561101831775, 'reg_lambda': 1.181998504057499, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03864329508641157,{'max_depth': 18, 'min_child_weight': 13, 'gamma': 9.701623823021945, 'n_estimators': 349, 'eta': 0.8865975146306686, 'subsample': 0.5007279626187775, 'colsample_bytree': 0.12386093348684866, 'reg_alpha': 6.981555153254224, 'reg_lambda': 0.9091818554320109, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037492520798975484,{'max_depth': 16, 'min_child_weight': 3, 'gamma': 6.733558415155806, 'n_estimators': 384, 'eta': 0.10767680443247567, 'subsample': 0.7350733290531782, 'colsample_bytree': 0.1320850889649331, 'reg_alpha': 3.814960801293732, 'reg_lambda': 8.162085599848115, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03785327196856292,{'max_depth': 19, 'min_child_weight': 20, 'gamma': 9.894471684797653, 'n_estimators': 51, 'eta': 0.2367758143106314, 'subsample': 0.7504228409330029, 'colsample_bytree': 0.6095686803003733, 'reg_alpha': 0.009317458086591792, 'reg_lambda': 7.888287592179683, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.0390509836171276,{'max_depth': 11, 'min_child_weight': 5, 'gamma': 9.213618031913361, 'n_estimators': 340, 'eta': 0.7322065324014584, 'subsample': 0.9988820570956708, 'colsample_bytree': 0.31144804521230574, 'reg_alpha': 9.9702350229814, 'reg_lambda': 8.125593541894375, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03750344050642563,{'max_depth': 7, 'min_child_weight': 4, 'gamma': 4.339450827415171, 'n_estimators': 429, 'eta': 0.6124318871812713, 'subsample': 0.9304100200847191, 'colsample_bytree': 0.5015152615109812, 'reg_alpha': 4.367422896321527, 'reg_lambda': 9.664507929649522, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03777932581282649,{'max_depth': 13, 'min_child_weight': 17, 'gamma': 4.970232002214664, 'n_estimators': 487, 'eta': 0.2768301312023782, 'subsample': 0.10032319005788265, 'colsample_bytree': 0.16210973309064153, 'reg_alpha': 1.6810987873164809, 'reg_lambda': 2.3693335362982486, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03804381581345971,{'max_depth': 8, 'min_child_weight': 14, 'gamma': 7.871162917362701, 'n_estimators': 409, 'eta': 0.46064792368555507, 'subsample': 0.595556108560884, 'colsample_bytree': 0.9736606902811391, 'reg_alpha': 0.08844873946069255, 'reg_lambda': 5.5859748321122895, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.038091694897339684,{'max_depth': 3, 'min_child_weight': 19, 'gamma': 9.733530976273986, 'n_estimators': 499, 'eta': 0.40926606252310915, 'subsample': 0.26339877867994976, 'colsample_bytree': 0.14481794343406654, 'reg_alpha': 3.8712426073559234, 'reg_lambda': 7.805870054553403, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03715011307764545,{'max_depth': 18, 'min_child_weight': 15, 'gamma': 9.905571122764133, 'n_estimators': 475, 'eta': 0.6635557514162354, 'subsample': 0.1574928773839047, 'colsample_bytree': 0.2116916618677759, 'reg_alpha': 0.012327691886665494, 'reg_lambda': 7.641718593894718, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04041830383064999,{'max_depth': 4, 'min_child_weight': 13, 'gamma': 5.9390905717445355, 'n_estimators': 500, 'eta': 0.5275526023604891, 'subsample': 0.3925406302349965, 'colsample_bytree': 0.329711112731788, 'reg_alpha': 7.427784640722263, 'reg_lambda': 0.8879481940738444, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037795430888180846,{'max_depth': 4, 'min_child_weight': 20, 'gamma': 5.533591587208164, 'n_estimators': 463, 'eta': 0.3474587677660035, 'subsample': 0.4796472718032755, 'colsample_bytree': 0.9462455122584108, 'reg_alpha': 1.8484526936077352, 'reg_lambda': 0.9068212636190743, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03763712032350019,{'max_depth': 2, 'min_child_weight': 5, 'gamma': 3.047686178754348, 'n_estimators': 456, 'eta': 0.29911552364832994, 'subsample': 0.9997911964734452, 'colsample_bytree': 0.16399611843076312, 'reg_alpha': 1.222412784770124, 'reg_lambda': 7.823454782503882, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037537466225366474,{'max_depth': 6, 'min_child_weight': 6, 'gamma': 2.1863721593476986, 'n_estimators': 478, 'eta': 0.9694784608941127, 'subsample': 0.6153544534666299, 'colsample_bytree': 0.9382848919157503, 'reg_alpha': 3.7972358329317912, 'reg_lambda': 0.2601418320826799, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.048801190402055605,{'max_depth': 12, 'min_child_weight': 9, 'gamma': 8.426320572636248, 'n_estimators': 460, 'eta': 0.7451460444226767, 'subsample': 0.32930631914197506, 'colsample_bytree': 0.14067430515937307, 'reg_alpha': 9.91559327996341, 'reg_lambda': 7.897444166193505, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03777697998485148,{'max_depth': 16, 'min_child_weight': 15, 'gamma': 4.357837682953699, 'n_estimators': 499, 'eta': 0.6073097643481807, 'subsample': 0.8828861406496633, 'colsample_bytree': 0.7797285399244767, 'reg_alpha': 0.057573235366612525, 'reg_lambda': 7.574842580540189, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03827032929231034,{'max_depth': 18, 'min_child_weight': 20, 'gamma': 9.45591751572165, 'n_estimators': 468, 'eta': 0.2876102527003014, 'subsample': 0.9387272481346985, 'colsample_bytree': 0.4101805995143465, 'reg_alpha': 8.442886260189065, 'reg_lambda': 8.710483703375685, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03786555108308843,{'max_depth': 4, 'min_child_weight': 19, 'gamma': 7.480665937876262, 'n_estimators': 486, 'eta': 0.9761694702374918, 'subsample': 0.7139109494762513, 'colsample_bytree': 0.747478466818225, 'reg_alpha': 1.514352917986508, 'reg_lambda': 3.9094771442251854, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03837760223801751,{'max_depth': 17, 'min_child_weight': 2, 'gamma': 0.8317650980421732, 'n_estimators': 471, 'eta': 0.46011296577821825, 'subsample': 0.43398558322460756, 'colsample_bytree': 0.8922476262648588, 'reg_alpha': 0.17254059698127325, 'reg_lambda': 0.14388078702127774, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.038947110162159806,{'max_depth': 18, 'min_child_weight': 18, 'gamma': 0.5947859690536162, 'n_estimators': 70, 'eta': 0.13598357008402243, 'subsample': 0.5825378271226741, 'colsample_bytree': 0.8659943326613095, 'reg_alpha': 6.181894029967521, 'reg_lambda': 6.85363389732365, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03766913565474388,{'max_depth': 18, 'min_child_weight': 18, 'gamma': 3.7461004621858502, 'n_estimators': 164, 'eta': 0.9946307938892937, 'subsample': 0.4676326893453491, 'colsample_bytree': 0.10198579734035276, 'reg_alpha': 4.1876437328854585, 'reg_lambda': 9.659080609948163, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037508406789820675,{'max_depth': 17, 'min_child_weight': 2, 'gamma': 3.230436713077434, 'n_estimators': 103, 'eta': 0.9087068671234801, 'subsample': 0.8481566230290055, 'colsample_bytree': 0.12308055469125366, 'reg_alpha': 3.5818625996371907, 'reg_lambda': 4.540309881673615, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.038993859162210244,{'max_depth': 8, 'min_child_weight': 19, 'gamma': 9.997170029768274, 'n_estimators': 250, 'eta': 0.7426059780986088, 'subsample': 0.992967508338796, 'colsample_bytree': 0.9861343055053349, 'reg_alpha': 9.954250218886637, 'reg_lambda': 7.76691574680212, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03862195231320791,{'max_depth': 19, 'min_child_weight': 18, 'gamma': 9.943108088538935, 'n_estimators': 76, 'eta': 0.5146003418639093, 'subsample': 0.6796029589473639, 'colsample_bytree': 0.9132293726792392, 'reg_alpha': 7.777430431952817, 'reg_lambda': 2.668695735105631, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037808287432680165,{'max_depth': 20, 'min_child_weight': 16, 'gamma': 9.730082636855101, 'n_estimators': 439, 'eta': 0.1848017845619811, 'subsample': 0.2228996857811331, 'colsample_bytree': 0.7523010208677129, 'reg_alpha': 0.9372835439720518, 'reg_lambda': 6.6470771233111385, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.038141665068593025,{'max_depth': 19, 'min_child_weight': 7, 'gamma': 0.14775877146058106, 'n_estimators': 158, 'eta': 0.9023820629613197, 'subsample': 0.9251841186955414, 'colsample_bytree': 0.9931424834588408, 'reg_alpha': 7.199175956928108, 'reg_lambda': 1.4108575280055726, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.039145937049678184,{'max_depth': 17, 'min_child_weight': 2, 'gamma': 0.7700728583093687, 'n_estimators': 485, 'eta': 0.1158181536335517, 'subsample': 0.44464883114010323, 'colsample_bytree': 0.9620502536242489, 'reg_alpha': 6.354364822228583, 'reg_lambda': 5.84346602352415, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03766422179670139,{'max_depth': 19, 'min_child_weight': 17, 'gamma': 0.9648268926086381, 'n_estimators': 67, 'eta': 0.7214559993467655, 'subsample': 0.10302027795425532, 'colsample_bytree': 0.8842758244882375, 'reg_alpha': 0.6781548453297949, 'reg_lambda': 8.67709701017943, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03841707042885084,{'max_depth': 5, 'min_child_weight': 20, 'gamma': 8.569891312739186, 'n_estimators': 62, 'eta': 0.960058365517805, 'subsample': 0.9998058872028636, 'colsample_bytree': 0.11190504638268087, 'reg_alpha': 8.414890578469011, 'reg_lambda': 5.78406565780355, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.037801451564390166,{'max_depth': 13, 'min_child_weight': 19, 'gamma': 2.7872684945916433, 'n_estimators': 497, 'eta': 0.9254570651546519, 'subsample': 0.9274802079525112, 'colsample_bytree': 0.30980469155210033, 'reg_alpha': 1.4515914308812852, 'reg_lambda': 9.761858907903084, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03788853841302345,{'max_depth': 4, 'min_child_weight': 16, 'gamma': 9.724774524902381, 'n_estimators': 84, 'eta': 0.17815950530575592, 'subsample': 0.34655915072491394, 'colsample_bytree': 0.8967140717323454, 'reg_alpha': 0.10812985432420598, 'reg_lambda': 0.7335194811371005, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03916439508069284,{'max_depth': 19, 'min_child_weight': 1, 'gamma': 9.082537194791783, 'n_estimators': 57, 'eta': 0.5262051271614973, 'subsample': 0.8107431675676382, 'colsample_bytree': 0.463249181152684, 'reg_alpha': 9.424169606221351, 'reg_lambda': 0.19902677624535461, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04031701473813361,{'max_depth': 19, 'min_child_weight': 9, 'gamma': 1.3334943975699955, 'n_estimators': 493, 'eta': 0.13488298204546417, 'subsample': 0.6721789830479842, 'colsample_bytree': 0.8147826062842324, 'reg_alpha': 9.990646417731972, 'reg_lambda': 8.1036639676718, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03798930542854344,{'max_depth': 10, 'min_child_weight': 19, 'gamma': 3.3128867543185043, 'n_estimators': 488, 'eta': 0.7557538994255193, 'subsample': 0.303244507211588, 'colsample_bytree': 0.8979122194269495, 'reg_alpha': 2.147545184986264, 'reg_lambda': 2.0639535951569226, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03497050709870288,{'max_depth': 17, 'min_child_weight': 13, 'gamma': 0.21427766911932492, 'n_estimators': 99, 'eta': 0.19440970830598198, 'subsample': 0.9991126764439041, 'colsample_bytree': 0.1280100199943978, 'reg_alpha': 0.15347756141299243, 'reg_lambda': 5.914159002665437, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.03785034761594334,{'max_depth': 19, 'min_child_weight': 2, 'gamma': 4.864831599005889, 'n_estimators': 486, 'eta': 0.141638815802591, 'subsample': 0.10331615045690148, 'colsample_bytree': 0.48208690646311836, 'reg_alpha': 0.0797777910310138, 'reg_lambda': 8.743820540074434, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
