score,hypers
19.854187742137153,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 0.0, 'n_estimators': 282, 'eta': 0.9603759651707172, 'subsample': 1.0, 'colsample_bytree': 0.2717591909270508, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.70296184920175,{'max_depth': 7, 'min_child_weight': 17, 'gamma': 3.5145459318759604, 'n_estimators': 50, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
46.14257381108634,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 1.902524015620202, 'n_estimators': 500, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 4.199344565067764, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.40069717145083,{'max_depth': 19, 'min_child_weight': 1, 'gamma': 7.366440493301579, 'n_estimators': 500, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 2.8174886259805176, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
22.777640939171935,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 50, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.483569845142455,{'max_depth': 7, 'min_child_weight': 1, 'gamma': 7.5971717402089585, 'n_estimators': 500, 'eta': 1.0, 'subsample': 0.1, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
46.14244918656987,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 9.107038558065652, 'n_estimators': 500, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 0.11642267689861771, 'reg_alpha': 10.0, 'reg_lambda': 1.1014991271778183, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
46.14257381108634,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 5.806151155478899, 'n_estimators': 500, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 4.558403943386534, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.37431980330752,{'max_depth': 14, 'min_child_weight': 1, 'gamma': 5.567212646708429, 'n_estimators': 50, 'eta': 1.0, 'subsample': 0.1, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 7.479250569368578, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
43.078473169944075,{'max_depth': 5, 'min_child_weight': 1, 'gamma': 3.913960937213323, 'n_estimators': 500, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 4.90097445047221, 'reg_lambda': 3.8894362080472265, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.727758627164626,{'max_depth': 5, 'min_child_weight': 1, 'gamma': 4.701867903885168, 'n_estimators': 50, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 1.985402546515553, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.63992424426168,{'max_depth': 13, 'min_child_weight': 20, 'gamma': 6.247842992628568, 'n_estimators': 500, 'eta': 0.1, 'subsample': 0.1, 'colsample_bytree': 0.48098131354714146, 'reg_alpha': 0.0, 'reg_lambda': 5.695903902571107, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
91.47344515922921,{'max_depth': 19, 'min_child_weight': 1, 'gamma': 8.005268710789462, 'n_estimators': 50, 'eta': 1.0, 'subsample': 0.1, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 4.08616903019295, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
42.66675143680756,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 10.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 4.013685906295511, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
