score,hypers
0.06325606936026519,{'max_depth': 12, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 5.281300957057384, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.044080125690813585,{'max_depth': 20, 'min_child_weight': 8, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 319, 'eta': 0.1, 'max_delta_step': 4, 'subsample': 0.600202959903205, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043732984671771204,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 0.2627087484062742, 'n_estimators': 500, 'eta': 0.637974491758469, 'max_delta_step': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.11253872424830588,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 5.930200800284085, 'learning_rate': 1.0, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 0.7597671689111595, 'colsample_bytree': 0.15959622304690932, 'reg_alpha': 10.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04357754764044822,{'max_depth': 20, 'min_child_weight': 5, 'gamma': 10.0, 'learning_rate': 0.4883010130309372, 'n_estimators': 123, 'eta': 1.0, 'max_delta_step': 0, 'subsample': 0.4976634268015565, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 5.7823605677172205, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04050514822275748,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'learning_rate': 0.3633564506641587, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 0, 'subsample': 0.1984384254057887, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 7.161730297683626, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04468983040004001,{'max_depth': 15, 'min_child_weight': 12, 'gamma': 9.946179873735495, 'learning_rate': 1.0, 'n_estimators': 162, 'eta': 0.3761217818584973, 'max_delta_step': 1, 'subsample': 0.23178733315806826, 'colsample_bytree': 0.7119670681275826, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04705404323455294,{'max_depth': 2, 'min_child_weight': 8, 'gamma': 1.434117314562415, 'learning_rate': 0.05999403864584768, 'n_estimators': 50, 'eta': 0.1, 'max_delta_step': 0, 'subsample': 0.5790898851049432, 'colsample_bytree': 0.9757450466284653, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043688945186751496,{'max_depth': 20, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 50, 'eta': 0.5794497254542941, 'max_delta_step': 5, 'subsample': 0.7329645584518539, 'colsample_bytree': 0.9174207254074116, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04864921356276737,{'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.0, 'learning_rate': 1.0, 'n_estimators': 50, 'eta': 0.5964874873474972, 'max_delta_step': 0, 'subsample': 0.9126403880933921, 'colsample_bytree': 0.8234415763473518, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04372178612198104,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 8.504749260853615, 'learning_rate': 0.11097506484491902, 'n_estimators': 50, 'eta': 0.1, 'max_delta_step': 0, 'subsample': 0.8785053273180653, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.06183776313714754,{'max_depth': 20, 'min_child_weight': 20, 'gamma': 8.539140525969216, 'learning_rate': 1.0, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 10, 'subsample': 0.8018558804909024, 'colsample_bytree': 1.0, 'reg_alpha': 4.801671338286318, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
