score,hypers
0.0543299206414789,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 8.471222807451898, 'learning_rate': 0.0973226339881016, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 0, 'subsample': 0.45616316589797057, 'colsample_bytree': 1.0, 'reg_alpha': 2.26741698910127, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043724010215851,{'max_depth': 4, 'min_child_weight': 1, 'gamma': 10.0, 'learning_rate': 0.013451198292852717, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 0, 'subsample': 0.9555308633421944, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.072434016418235,{'max_depth': 8, 'min_child_weight': 1, 'gamma': 10.0, 'learning_rate': 0.23264888260047878, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 7, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 6.679514175465186, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04401539899444164,{'max_depth': 17, 'min_child_weight': 1, 'gamma': 10.0, 'learning_rate': 0.030010607720468336, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 0.9386082381855195, 'colsample_bytree': 1.0, 'reg_alpha': 0.6712641148489762, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04585872122828821,{'max_depth': 17, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 0.4606261161626304, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 9, 'subsample': 0.9289519963180634, 'colsample_bytree': 0.1, 'reg_alpha': 1.6679531053747714, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04551140645931726,{'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.0, 'learning_rate': 0.1188212912720539, 'n_estimators': 50, 'eta': 0.833734405772741, 'max_delta_step': 8, 'subsample': 0.6311179635929758, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 9.2179384561934, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.07321930044256215,{'max_depth': 2, 'min_child_weight': 3, 'gamma': 10.0, 'learning_rate': 0.008654295087636496, 'n_estimators': 226, 'eta': 0.7726110191678424, 'max_delta_step': 9, 'subsample': 0.8763017715959088, 'colsample_bytree': 0.7926420098746965, 'reg_alpha': 0.0, 'reg_lambda': 3.950255865914081, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04913100325951013,{'max_depth': 20, 'min_child_weight': 18, 'gamma': 0.0, 'learning_rate': 0.6009268526495994, 'n_estimators': 350, 'eta': 1.0, 'max_delta_step': 0, 'subsample': 0.5975313908457007, 'colsample_bytree': 0.12367449710328932, 'reg_alpha': 2.194384946987531, 'reg_lambda': 8.681658936997556, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05089729545178505,{'max_depth': 5, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 0.26915433812803435, 'n_estimators': 476, 'eta': 0.23331374469626004, 'max_delta_step': 0, 'subsample': 0.8101524434931077, 'colsample_bytree': 0.1, 'reg_alpha': 2.9351358143929978, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05274190959914473,{'max_depth': 15, 'min_child_weight': 6, 'gamma': 8.597255789330914, 'learning_rate': 0.017450925977980668, 'n_estimators': 446, 'eta': 0.6819473583278589, 'max_delta_step': 3, 'subsample': 1.0, 'colsample_bytree': 0.6173403262350025, 'reg_alpha': 3.3751330292941892, 'reg_lambda': 5.02606465693101, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043688581273559825,{'max_depth': 2, 'min_child_weight': 10, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 305, 'eta': 0.1, 'max_delta_step': 0, 'subsample': 0.473014425464405, 'colsample_bytree': 0.50405088417648, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.044364020975534144,{'max_depth': 19, 'min_child_weight': 9, 'gamma': 5.955148106911958, 'learning_rate': 0.008433930194299652, 'n_estimators': 499, 'eta': 0.8449613238125183, 'max_delta_step': 8, 'subsample': 1.0, 'colsample_bytree': 0.6017286475643913, 'reg_alpha': 0.0, 'reg_lambda': 8.484012151426208, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043788615423768364,{'max_depth': 10, 'min_child_weight': 16, 'gamma': 7.9086195117322795, 'learning_rate': 0.5382746089292899, 'n_estimators': 342, 'eta': 0.8583820330093725, 'max_delta_step': 3, 'subsample': 0.1, 'colsample_bytree': 0.8675772052676696, 'reg_alpha': 0.0, 'reg_lambda': 2.2132273997059473, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04380514327740551,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 10.0, 'learning_rate': 0.2289275662987579, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 0.8908216701187921, 'colsample_bytree': 0.7575636389465344, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04366432219188172,{'max_depth': 17, 'min_child_weight': 17, 'gamma': 2.859151994894816, 'learning_rate': 0.037691523557816235, 'n_estimators': 453, 'eta': 0.291517203391199, 'max_delta_step': 10, 'subsample': 0.44872554977711554, 'colsample_bytree': 0.37696478250919274, 'reg_alpha': 0.0, 'reg_lambda': 9.409052178146233, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.08678543755740796,{'max_depth': 9, 'min_child_weight': 1, 'gamma': 1.663864181394662, 'learning_rate': 0.060722320551028865, 'n_estimators': 82, 'eta': 0.9180014660239896, 'max_delta_step': 7, 'subsample': 0.3468957974164981, 'colsample_bytree': 0.15403285665636024, 'reg_alpha': 2.815738769605805, 'reg_lambda': 8.277655216930613, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.15717944746649165,{'max_depth': 17, 'min_child_weight': 17, 'gamma': 3.4506466173200474, 'learning_rate': 0.11120882108723734, 'n_estimators': 62, 'eta': 0.41776855232295707, 'max_delta_step': 3, 'subsample': 0.5405075038389205, 'colsample_bytree': 0.2820082844930523, 'reg_alpha': 10.0, 'reg_lambda': 2.042125402133371, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.3740118180619766,{'max_depth': 4, 'min_child_weight': 17, 'gamma': 3.1090952806519505, 'learning_rate': 0.001, 'n_estimators': 231, 'eta': 0.2240179639424575, 'max_delta_step': 3, 'subsample': 0.28999857622495323, 'colsample_bytree': 0.23905102169853987, 'reg_alpha': 10.0, 'reg_lambda': 1.336467398149823, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04382313166820051,{'max_depth': 10, 'min_child_weight': 7, 'gamma': 9.600114597927284, 'learning_rate': 0.021962037722398884, 'n_estimators': 232, 'eta': 0.7931172710968806, 'max_delta_step': 4, 'subsample': 0.36238403540471276, 'colsample_bytree': 0.4394955491996214, 'reg_alpha': 0.0, 'reg_lambda': 0.14562507757983556, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05410956230564505,{'max_depth': 12, 'min_child_weight': 20, 'gamma': 2.5621131823239134, 'learning_rate': 0.2823644436043014, 'n_estimators': 159, 'eta': 0.416860419853611, 'max_delta_step': 7, 'subsample': 0.5065629409691983, 'colsample_bytree': 0.7737568282312669, 'reg_alpha': 2.400563092428584, 'reg_lambda': 3.1074457097994532, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.044163773133003556,{'max_depth': 14, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 0.12807176242183496, 'n_estimators': 50, 'eta': 0.20198447427243477, 'max_delta_step': 0, 'subsample': 0.25809031291020174, 'colsample_bytree': 0.431644350361143, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05011151807002821,{'max_depth': 8, 'min_child_weight': 2, 'gamma': 3.0637038185530856, 'learning_rate': 0.09296424433954567, 'n_estimators': 416, 'eta': 0.6152783680824178, 'max_delta_step': 5, 'subsample': 0.5570088205053855, 'colsample_bytree': 0.485123577899058, 'reg_alpha': 2.0464309020693365, 'reg_lambda': 1.414455909089121, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.09142830452065459,{'max_depth': 10, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 0.03432459644660686, 'n_estimators': 51, 'eta': 0.614480380158643, 'max_delta_step': 0, 'subsample': 0.36974397238983914, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 5.416316496147181, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04369463024789216,{'max_depth': 20, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 0.02995394040762361, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 0.4735141962767513, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.041716491719713686,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 0.023058204178085736, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04370994154442501,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 7.030836202999248, 'learning_rate': 0.04051938840334561, 'n_estimators': 155, 'eta': 0.579679455226412, 'max_delta_step': 3, 'subsample': 0.4093797344335066, 'colsample_bytree': 0.5454592666591608, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04371949712422856,{'max_depth': 5, 'min_child_weight': 13, 'gamma': 4.997699921267328, 'learning_rate': 0.06073209721270049, 'n_estimators': 120, 'eta': 0.3388601592327199, 'max_delta_step': 10, 'subsample': 0.5029385780411448, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 2.7023956933464612, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.056908827648692185,{'max_depth': 20, 'min_child_weight': 2, 'gamma': 0.0, 'learning_rate': 0.2441592284843111, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05454499005015294,{'max_depth': 7, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 0.31074726202573016, 'n_estimators': 500, 'eta': 0.8422242763496743, 'max_delta_step': 10, 'subsample': 0.8380464117317478, 'colsample_bytree': 0.9588690772593141, 'reg_alpha': 3.6442632222589033, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043587547393702,{'max_depth': 9, 'min_child_weight': 1, 'gamma': 4.316718370847546, 'learning_rate': 0.14986152921073284, 'n_estimators': 262, 'eta': 1.0, 'max_delta_step': 0, 'subsample': 0.2792539010251172, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 6.168212984132778, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04462964015525593,{'max_depth': 2, 'min_child_weight': 7, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 500, 'eta': 0.962696674824298, 'max_delta_step': 2, 'subsample': 0.11292726394414299, 'colsample_bytree': 0.9112366544624937, 'reg_alpha': 0.0, 'reg_lambda': 1.696725616858826, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043667181383244734,{'max_depth': 15, 'min_child_weight': 20, 'gamma': 9.348888700132761, 'learning_rate': 0.511719419947925, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 10, 'subsample': 0.1729436244082596, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04376287835680998,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 10.0, 'learning_rate': 0.33923624377945166, 'n_estimators': 500, 'eta': 0.18850282661248607, 'max_delta_step': 5, 'subsample': 0.6776149407969076, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04803000730472386,{'max_depth': 19, 'min_child_weight': 6, 'gamma': 0.0, 'learning_rate': 0.012387260417160699, 'n_estimators': 448, 'eta': 0.1479872250810886, 'max_delta_step': 8, 'subsample': 0.970426573869869, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 2.603240405103729, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.046421917706507075,{'max_depth': 13, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 0.014996947503642584, 'n_estimators': 226, 'eta': 0.1, 'max_delta_step': 10, 'subsample': 1.0, 'colsample_bytree': 0.961282717037078, 'reg_alpha': 0.0, 'reg_lambda': 7.326808703545307, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04933670071779132,{'max_depth': 7, 'min_child_weight': 13, 'gamma': 0.0, 'learning_rate': 1.0, 'n_estimators': 500, 'eta': 0.35646583447096736, 'max_delta_step': 0, 'subsample': 0.33096472570594915, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 1.7514734122443105, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04616579198548898,{'max_depth': 2, 'min_child_weight': 9, 'gamma': 0.0, 'learning_rate': 0.38418605583229587, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 0, 'subsample': 0.5296911030914667, 'colsample_bytree': 0.14219225118824153, 'reg_alpha': 0.0, 'reg_lambda': 9.83184826240706, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04373112604102182,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 10.0, 'learning_rate': 0.06719398150593694, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 10, 'subsample': 0.9249639518082408, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 7.791837494799665, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.049407607894313414,{'max_depth': 20, 'min_child_weight': 6, 'gamma': 0.0, 'learning_rate': 0.545106675770649, 'n_estimators': 500, 'eta': 0.9832201446173184, 'max_delta_step': 0, 'subsample': 0.1323190459281191, 'colsample_bytree': 0.5997569351767307, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04366835272033569,{'max_depth': 2, 'min_child_weight': 3, 'gamma': 10.0, 'learning_rate': 0.03339326901002066, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 6, 'subsample': 0.41935699979743835, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.36182494891313877,{'max_depth': 3, 'min_child_weight': 20, 'gamma': 5.128666270619617, 'learning_rate': 1.0, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 7, 'subsample': 0.10472306821930738, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043869361940606276,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 4.585318791690443, 'learning_rate': 0.07787357131216753, 'n_estimators': 379, 'eta': 0.7589946503594487, 'max_delta_step': 10, 'subsample': 0.1, 'colsample_bytree': 0.16648394581124096, 'reg_alpha': 0.0, 'reg_lambda': 2.33352495899454, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04379487693553537,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 7.792947702128238, 'learning_rate': 0.2449866459470828, 'n_estimators': 327, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 0.2783376339217993, 'colsample_bytree': 0.8233925725467816, 'reg_alpha': 0.0, 'reg_lambda': 6.150638405975059, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.049625166293769576,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'learning_rate': 0.29629815597622233, 'n_estimators': 315, 'eta': 0.9395953172846838, 'max_delta_step': 10, 'subsample': 0.1529448382351416, 'colsample_bytree': 0.10358390203477225, 'reg_alpha': 0.0, 'reg_lambda': 3.6239102676722723, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04368689473319508,{'max_depth': 9, 'min_child_weight': 1, 'gamma': 8.861953315301806, 'learning_rate': 0.034909832002230176, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 0.4405139431634477, 'colsample_bytree': 0.20256089952753809, 'reg_alpha': 0.0, 'reg_lambda': 1.1415955897121182, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04371678190356683,{'max_depth': 3, 'min_child_weight': 7, 'gamma': 6.105784175396511, 'learning_rate': 0.12400033554934119, 'n_estimators': 186, 'eta': 1.0, 'max_delta_step': 1, 'subsample': 0.2587695141301932, 'colsample_bytree': 0.5937614188505621, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05134724547640055,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'learning_rate': 1.0, 'n_estimators': 268, 'eta': 0.7619247975536748, 'max_delta_step': 0, 'subsample': 0.15330444265130697, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04434207229671029,{'max_depth': 5, 'min_child_weight': 20, 'gamma': 1.1204547198286172, 'learning_rate': 0.39775710986849094, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 2, 'subsample': 0.2096294221835373, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04373298468071347,{'max_depth': 20, 'min_child_weight': 20, 'gamma': 6.720191517130773, 'learning_rate': 0.9418179406536354, 'n_estimators': 285, 'eta': 1.0, 'max_delta_step': 8, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043732984674174906,{'max_depth': 9, 'min_child_weight': 20, 'gamma': 2.1444688090169373, 'learning_rate': 1.0, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04373295343186005,{'max_depth': 12, 'min_child_weight': 9, 'gamma': 7.136098132141598, 'learning_rate': 0.021367266388645174, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 3, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04373298454655309,{'max_depth': 18, 'min_child_weight': 9, 'gamma': 7.502104981191916, 'learning_rate': 0.31567486785784876, 'n_estimators': 436, 'eta': 0.8840434426308657, 'max_delta_step': 8, 'subsample': 1.0, 'colsample_bytree': 0.7103588090437128, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04376924021331287,{'max_depth': 20, 'min_child_weight': 18, 'gamma': 6.3886980726433364, 'learning_rate': 0.2568835497605224, 'n_estimators': 324, 'eta': 0.2938537168525106, 'max_delta_step': 2, 'subsample': 0.6981293943472623, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043585064662627036,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 1.1604037572111507, 'learning_rate': 0.5659018702606335, 'n_estimators': 61, 'eta': 1.0, 'max_delta_step': 3, 'subsample': 0.6469480698746861, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 9.227351257067326, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05273797516912578,{'max_depth': 5, 'min_child_weight': 20, 'gamma': 4.461500581644694, 'learning_rate': 0.587716519999703, 'n_estimators': 363, 'eta': 0.961543696460893, 'max_delta_step': 8, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 3.3966048779907725, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04373298473424635,{'max_depth': 20, 'min_child_weight': 13, 'gamma': 2.3158299865045957, 'learning_rate': 0.055981076848769844, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 10, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 3.70283399474045, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.24724952898291006,{'max_depth': 14, 'min_child_weight': 8, 'gamma': 0.0, 'learning_rate': 0.001, 'n_estimators': 490, 'eta': 0.776155901700411, 'max_delta_step': 10, 'subsample': 1.0, 'colsample_bytree': 0.2640894661726497, 'reg_alpha': 0.0, 'reg_lambda': 4.683509104955505, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04382041949292598,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 4.027669411602683, 'learning_rate': 0.16259371755325724, 'n_estimators': 57, 'eta': 0.7893379112657203, 'max_delta_step': 10, 'subsample': 0.7003980313832725, 'colsample_bytree': 0.11103680780401955, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043682534345036036,{'max_depth': 5, 'min_child_weight': 8, 'gamma': 2.9613077244375976, 'learning_rate': 0.10008205355877377, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 1, 'subsample': 0.1, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04357191123471306,{'max_depth': 4, 'min_child_weight': 1, 'gamma': 4.30968702720003, 'learning_rate': 1.0, 'n_estimators': 165, 'eta': 0.7235783955040997, 'max_delta_step': 0, 'subsample': 0.8901498781334886, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.0437326845224066,{'max_depth': 19, 'min_child_weight': 9, 'gamma': 2.3063047447160128, 'learning_rate': 0.014631873331514276, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 5, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.3924129202765882,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 50, 'eta': 1.0, 'max_delta_step': 10, 'subsample': 0.1, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.043758168092608365,{'max_depth': 2, 'min_child_weight': 14, 'gamma': 10.0, 'learning_rate': 0.045547730492135494, 'n_estimators': 371, 'eta': 0.7364609524752755, 'max_delta_step': 4, 'subsample': 0.4316970652899643, 'colsample_bytree': 0.8437833899078295, 'reg_alpha': 0.0, 'reg_lambda': 4.458044105145701, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
6.118272712452011,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'learning_rate': 1.0, 'n_estimators': 367, 'eta': 1.0, 'max_delta_step': 3, 'subsample': 0.1, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.052351506424017535,{'max_depth': 5, 'min_child_weight': 19, 'gamma': 10.0, 'learning_rate': 0.041701627183534026, 'n_estimators': 361, 'eta': 0.2577426030451802, 'max_delta_step': 8, 'subsample': 1.0, 'colsample_bytree': 0.7207350285152966, 'reg_alpha': 3.3156117095455055, 'reg_lambda': 9.748005432557216, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04402230992880731,{'max_depth': 15, 'min_child_weight': 20, 'gamma': 1.7060230193877346, 'learning_rate': 1.0, 'n_estimators': 78, 'eta': 0.6275860951782338, 'max_delta_step': 3, 'subsample': 0.3458180500724815, 'colsample_bytree': 0.3507785522466812, 'reg_alpha': 0.0, 'reg_lambda': 9.67859537130848, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.07012429371711297,{'max_depth': 7, 'min_child_weight': 9, 'gamma': 8.35740791542239, 'learning_rate': 1.0, 'n_estimators': 139, 'eta': 0.8717909872652742, 'max_delta_step': 3, 'subsample': 0.7343546171779535, 'colsample_bytree': 0.9089860485788858, 'reg_alpha': 5.430879337598983, 'reg_lambda': 4.185970738492635, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.2806946504160234,{'max_depth': 8, 'min_child_weight': 17, 'gamma': 8.045602526065995, 'learning_rate': 0.0120053316074339, 'n_estimators': 384, 'eta': 0.6585588902312027, 'max_delta_step': 4, 'subsample': 0.1, 'colsample_bytree': 0.5233011783108475, 'reg_alpha': 0.0, 'reg_lambda': 1.307088575783273, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.11224518108202083,{'max_depth': 3, 'min_child_weight': 1, 'gamma': 9.946604177104682, 'learning_rate': 0.9921973518812678, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 0, 'subsample': 0.7047423845019843, 'colsample_bytree': 0.4034509688461806, 'reg_alpha': 10.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.047054355179703564,{'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.0, 'learning_rate': 0.713368563722298, 'n_estimators': 343, 'eta': 0.9064727977636963, 'max_delta_step': 7, 'subsample': 1.0, 'colsample_bytree': 0.6064693865604723, 'reg_alpha': 1.2477668654985166, 'reg_lambda': 4.451021522840884, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.08499881763289066,{'max_depth': 17, 'min_child_weight': 19, 'gamma': 5.010614119329047, 'learning_rate': 1.0, 'n_estimators': 356, 'eta': 0.7743819074830546, 'max_delta_step': 4, 'subsample': 1.0, 'colsample_bytree': 0.2969542884587616, 'reg_alpha': 8.438343717061375, 'reg_lambda': 9.53542626133843, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04799371019527456,{'max_depth': 3, 'min_child_weight': 11, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 492, 'eta': 0.7127693614295832, 'max_delta_step': 4, 'subsample': 1.0, 'colsample_bytree': 0.6554680374467785, 'reg_alpha': 2.2697069006139836, 'reg_lambda': 0.5459350614229376, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04427027529727377,{'max_depth': 10, 'min_child_weight': 20, 'gamma': 2.083954870708618, 'learning_rate': 1.0, 'n_estimators': 162, 'eta': 0.2112642180847159, 'max_delta_step': 2, 'subsample': 0.5971356522788916, 'colsample_bytree': 0.4834615588935489, 'reg_alpha': 0.0, 'reg_lambda': 9.217812463956252, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
