ID,PLGA,PP-L,PP-COOH,PP-NH2,S/AS,Uptake,Uptake_stdev,PDI,PDI_stdev,Z_ave,Z_ave_stdev,cycle,cycle_type,cycle_origin,pick_for_next_cycle,Uptake_pred,Uptake_pred_stdev,Uptake_pred_5,Uptake_pred_95,PDI_pred,Z_ave_pred
screen_38116,0,0.3,0.28,0.42,0.2,13.78,0.97,0.108,0.032,104,0.9452,2,Exploitation,2,yes,9.162799,1.006944,7.6563835,10.806301,0.13355741,131.95364
screen_96636,0,0.22,0.29,0.49,0.2,14.5,0.72,0.109,0.015,107,0.2,2,Exploitation,2,yes,9.502172,1.014576,7.835891,11.192919,0.13355741,126.936264
screen_91542,0,0.34,0.22,0.44,0.1,9.62,0.12,0.098,0.032,98.14,1.126,2,Exploitation,2,yes,9.324906,1.0227888,7.723275,11.016702,0.079747126,90.77337
screen_82381,0,0.44,0.29,0.28,0.25,12.17,0.81,0.117,0.024,104,1.422,2,Exploitation,2,yes,8.829374,1.0014694,7.1757894,10.51485,0.13355741,143.689
screen_72388,0,0.29,0.27,0.44,0.2,13.62,0.87,0.108,0.021,103.2,0.4163,2,Exploitation,2,yes,9.627867,0.99905884,7.8817396,11.304779,0.13355741,131.95364
screen_38000,0.07,0.26,0.17,0.5,0.2,11.27,1.21,0.108,0.005,106.9,0.6807,2,Exploitation,2,yes,8.81968,1.0134567,6.998829,10.439931,0.13355741,96.8257
screen_64729,0.534,0.374,0,0.092,0.1,1.92,0.36,0.043,0.033,152.7,2.261,3,low-uptake,3,yes,-0.1346933,0.83355075,-1.4191391,1.1396416,0.06703202,146.54582
screen_91456,0.469,0.415,0,0.116,0.1,1.46,0.18,0.051,0.035,137.9,0.3786,3,low-uptake,3,yes,0.042037603,0.8244669,-1.2935125,1.347162,0.06703202,123.259674
screen_79724,0.523,0.293,0.065,0.119,0.1,3.14,0.56,0.066,0.032,151,1.484,3,low-uptake,3,yes,0.35275063,0.83060503,-1.1711142,1.527971,0.0768885,162.41687
screen_19528,0.455,0.433,0.112,0,0.1,3.66,0.38,0.076,0.017,139.8,0.5568,3,low-uptake,3,yes,0.46623486,0.8109183,-0.8940013,1.8797209,0.07040605,118.123276
screen_23350,0.673,0.175,0,0.152,0.25,3.50,0.66,0.06,0.018,191,2.157,3,low-uptake,3,yes,0.49837503,0.8308888,-0.89558846,1.830503,0.11726989,222.98305
screen_60153,0,0.348,0.295,0.357,0.15,10.91,0.51,0.103,0.013,106.6,0.3786,3,high-uptake,3,yes,9.869668,1.0134976,8.249389,11.64269,0.11743116,103.48964
screen_82424,0,0.308,0.297,0.394,0.15,10.39,0.57,0.13,0.012,110.6,0.5686,3,high-uptake,3,yes,10.219325,0.99391717,8.590934,11.929669,0.11447731,103.083084
screen_3544,0.063,0.365,0.199,0.374,0.2,9.57,1.00,0.109,0.016,116.2,1.601,3,high-uptake,3,yes,9.495899,1.0121143,7.794597,11.090764,0.1117705,101.54211
screen_30061,0.104,0.3,0.22,0.376,0.25,11.33,0.49,0.133,0.003,117.8,1.96,3,high-uptake,3,yes,9.497555,1.01156,7.8689117,11.053251,0.12354202,115.75773
screen_73941,0.08,0.296,0.209,0.416,0.25,10.49,0.50,0.134,0.008,118.8,0.866,3,high-uptake,3,yes,10.242415,1.0119642,8.669996,11.97173,0.12354202,117.35411
